block_practice_file,correct_answer,thisN,thisTrialN,thisRepN,stimuli_no,stimulus,valence,sex,switch_condition,BI_condition,minus1_valence,minus2_valence,switch_type,BI_type,key_resp_block_practice.keys,key_resp_block_practice.rt,key_resp_block_practice.duration,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,textbox_answer_block_practice1.text,textbox_answer_block_practice2.text,textbox_answer_block_practice3.text,mouse_block_practice.x,mouse_block_practice.y,mouse_block_practice.leftButton,mouse_block_practice.midButton,mouse_block_practice.rightButton,mouse_block_practice.time,mouse_block_practice.clicked_name,key_resp.keys,key_resp.rt,key_resp.duration,loop_block_practice.thisRepN,loop_block_practice.thisTrialN,loop_block_practice.thisN,loop_block_practice.thisIndex,thisRow.t,notes,welcome.started,image_welcome.started,key_resp_welcome.started,welcome.stopped,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,refresh.started,text_refresh.started,refresh.stopped,practice_instruct.started,image_practice_instruct.started,key_resp_practice_instruct.started,practice_instruct.stopped,key_resp_practice_instruct.keys,key_resp_practice_instruct.rt,key_resp_practice_instruct.duration,text_refresh.stopped,fixation.started,text_fixation.started,text_fixation.stopped,fixation.stopped,block_practice.started,image_block_practice.started,key_resp_block_practice.started,block_practice.stopped,loop_block_practice.key_resp_block_practice.keys,loop_block_practice.key_resp_block_practice.rt,loop_block_practice.key_resp_block_practice.duration,answer_block_practice.started,text_answer_block_practice.started,textbox_answer_block_practice1.started,textbox_answer_block_practice2.started,textbox_answer_block_practice3.started,button_text_block_practice.started,mouse_block_practice.started,answer_block_practice.stopped,loop_practice.textbox_answer_block_practice1.text,loop_practice.textbox_answer_block_practice2.text,loop_practice.textbox_answer_block_practice3.text,loop_practice.mouse_block_practice.x,loop_practice.mouse_block_practice.y,loop_practice.mouse_block_practice.leftButton,loop_practice.mouse_block_practice.midButton,loop_practice.mouse_block_practice.rightButton,loop_practice.mouse_block_practice.time,loop_practice.mouse_block_practice.clicked_name,num_correct,feedback_block_practice.started,text_feedback_block_practice.started,text_feedback_note_practice.started,key_resp.started,feedback_block_practice.stopped,loop_practice.key_resp.keys,loop_practice.key_resp.rt,loop_practice.key_resp.duration,continue_check.started,image_continue_check.started,key_resp_continue_check.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
block_practice_1.xlsx,688,9,9,0,10,faces/HAF59.bmp,happy,female,s,control,neutral,sad,nh,snh,space,0.203220999999985,None,0,0,0,0,,,,,,,,,,,,,,0,9,9,9,7.248078374999977,,,,,,,,,7.461176582999997,7.466364333000001,7.660541749999993,,,,,,,,7.67373833299996,,,,,7.245301415999961,7.248078374999977,7.248078374999977,7.461132915999997,space,0.203220999999985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577004,001,2025-08-01_17h39.43.562,TIST,2024.2.4,None,2025-08-01 17h39.48.745456 +0800,
block_practice_1.xlsx,688,10,10,0,11,faces/HAF107.bmp,happy,female,ns,nonBI,happy,neutral,hh,non,space,0.21231587499994475,None,0,0,0,0,,,,,,,,,,,,,,0,10,10,10,7.67373833299996,,,,,,,,,7.894875957999943,7.900473624999904,8.093954582999913,,,,,,,,8.098754290999977,,,,,7.669906624999953,7.67373833299996,7.67373833299996,7.894816457999923,space,0.21231587499994475,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577004,001,2025-08-01_17h39.43.562,TIST,2024.2.4,None,2025-08-01 17h39.48.745456 +0800,
block_practice_1.xlsx,688,11,11,0,12,faces/HAM9.bmp,happy,male,ns,nonBI,happy,happy,hh,non,space,0.2224858749999612,None,0,0,0,0,,,,,,,,,,,,,,0,11,11,11,8.098754290999977,,,,,,,,,8.327902915999971,8.332816957999967,8.527228082999954,,,,,,,,8.53172933299993,,,,,8.09612812499995,8.098754290999977,8.098754290999977,8.327857165999944,space,0.2224858749999612,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577004,001,2025-08-01_17h39.43.562,TIST,2024.2.4,None,2025-08-01 17h39.48.745456 +0800,
block_practice_1.xlsx,688,12,12,0,13,faces/NEM5.bmp,neutral,male,s,nonBI,happy,happy,hn,hnh1,space,0.23886654199998247,None,0,0,0,0,,,,,,,,,,,,,,0,12,12,12,8.53172933299993,,,,,,,,,8.778078999999934,8.78339937499993,8.977344082999934,,,,,,,,8.981113290999929,,,,,8.528728957999988,8.53172933299993,8.53172933299993,8.778037790999974,space,0.23886654199998247,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577004,001,2025-08-01_17h39.43.562,TIST,2024.2.4,None,2025-08-01 17h39.48.745456 +0800,
block_practice_1.xlsx,688,13,13,0,14,faces/HAM38.bmp,happy,male,s,BI,neutral,happy,nh,hnh,space,0.22519325000007484,None,0,0,0,0,,,,,,,,,,,,,,0,13,13,13,8.981113290999929,,,,,,,,,9.211691624999958,9.216913624999961,9.410555999999929,,,,,,,,9.422150415999909,,,,,8.978789165999956,8.981113290999929,8.981113290999929,9.211650125000006,space,0.22519325000007484,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577004,001,2025-08-01_17h39.43.562,TIST,2024.2.4,None,2025-08-01 17h39.48.745456 +0800,
block_practice_1.xlsx,688,14,14,0,15,faces/HAF110.bmp,happy,female,ns,nonBI,happy,neutral,hh,non,space,0.2662717910000083,None,0,0,0,0,,,,,,,,,,,,,,0,14,14,14,9.422150415999909,,,,,,,,,9.695000999999934,9.700590749999947,9.89435816599996,,,,,,,,9.898798374999956,,,,,9.418599416000006,9.422150415999909,9.422150415999909,9.694948540999917,space,0.2662717910000083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577004,001,2025-08-01_17h39.43.562,TIST,2024.2.4,None,2025-08-01 17h39.48.745456 +0800,
block_practice_1.xlsx,688,15,15,0,16,faces/SAM7.bmp,sad,male,s,nonBI,happy,happy,hs,hsn1,space,0.19183412500001396,None,0,0,0,0,,,,,,,,,,,,,,0,15,15,15,9.898798374999956,,,,,,,,,10.094883999999979,10.097679125000013,10.29434137499993,,,,,,,,10.298395457999959,,,,,9.896259290999978,9.898798374999956,9.898798374999956,10.09484079099991,space,0.19183412500001396,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577004,001,2025-08-01_17h39.43.562,TIST,2024.2.4,None,2025-08-01 17h39.48.745456 +0800,
block_practice_1.xlsx,688,16,16,0,17,faces/NEF35.bmp,neutral,female,s,control,sad,happy,sn,hsn,space,0.24330654099992444,None,0,0,0,0,,,,,,,,,,,,,,0,16,16,16,10.298395457999959,,,,,,,,,10.544826999999941,10.547883749999983,10.74395029099992,,,,,,,,10.74830104099999,,,,,10.295887540999956,10.298395457999959,10.298395457999959,10.544781166000007,space,0.24330654099992444,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577004,001,2025-08-01_17h39.43.562,TIST,2024.2.4,None,2025-08-01 17h39.48.745456 +0800,
block_practice_1.xlsx,688,17,17,0,18,faces/NEM6.bmp,neutral,male,ns,nonBI,neutral,sad,nn,non,space,0.2429379580000841,None,0,0,0,0,,,,,,,,,,,,,,0,17,17,17,10.74830104099999,,,,,,,,,10.995139749999908,11.00068579099991,11.194327332999933,,,,,,,,11.20635537499993,,,,,10.745442499999967,10.74830104099999,10.74830104099999,10.995095415999913,space,0.2429379580000841,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577004,001,2025-08-01_17h39.43.562,TIST,2024.2.4,None,2025-08-01 17h39.48.745456 +0800,
block_practice_1.xlsx,688,18,18,0,19,faces/SAF20.bmp,sad,female,s,nonBI,neutral,neutral,ns,nsn1,space,0.2501672089999829,None,0,0,0,0,,,,,,,,,,,,,,0,18,18,18,11.20635537499993,,,,,,,,,11.46169324999994,11.466931374999945,11.661063499999955,,,,,,,,11.665622624999969,,,,,11.202753707999932,11.20635537499993,11.20635537499993,11.461642708,space,0.2501672089999829,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577004,001,2025-08-01_17h39.43.562,TIST,2024.2.4,None,2025-08-01 17h39.48.745456 +0800,
block_practice_1.xlsx,688,19,19,0,20,faces/NEM15.bmp,neutral,male,s,BI,sad,neutral,sn,nsn,space,0.2128288750000138,None,0,0,0,0,,,,,,,,,,,,,,0,19,19,19,11.665622624999969,,,,,,,,,11.882370999999921,11.892746082999906,12.077015582999934,,,,,,,,12.080480416,,,,,11.663014124999904,11.665622624999969,11.665622624999969,11.882315790999996,space,0.2128288750000138,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577004,001,2025-08-01_17h39.43.562,TIST,2024.2.4,None,2025-08-01 17h39.48.745456 +0800,
block_practice_1.xlsx,688,20,20,0,21,faces/NEM59.bmp,neutral,male,ns,nonBI,neutral,sad,nn,non,space,0.26242162500000177,None,0,0,0,0,,,,,,,,,,,,,,0,20,20,20,12.080480416,,,,,,,,,12.34527720799997,12.348099332999936,12.544490915999972,,,,,,,,12.556414625000002,,,,,12.07826149999994,12.080480416,12.080480416,12.345227999999906,space,0.26242162500000177,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577004,001,2025-08-01_17h39.43.562,TIST,2024.2.4,None,2025-08-01 17h39.48.745456 +0800,
block_practice_1.xlsx,688,21,21,0,22,faces/SAF32.bmp,sad,female,s,nonBI,neutral,neutral,ns,non,space,0.23459995799998978,None,0,0,0,0,,,,,,,,,,,,,,0,21,21,21,12.556414625000002,,,,,,,,,12.79481208300001,12.79959166599997,12.994396499999993,,,,,,,,13.015644166000016,,,,,12.552715499999977,12.556414625000002,12.556414625000002,12.794762999999989,space,0.23459995799998978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577004,001,2025-08-01_17h39.43.562,TIST,2024.2.4,None,2025-08-01 17h39.48.745456 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.87960691599994,34.89036991599994,35.078906458000006,,,,,,,,35.08310470799995,,,,,,,,,,,,12.999415375000012,13.015644166000016,13.015644166000016,13.015644166000016,13.015644166000016,13.015644166000016,0.004643792000024405,32.695189040999935,1,3,2,"[0.005, -0.0033333333333333335, 0.03833333333333333, 0.04833333333333333, 0.16333333333333333, 0.19666666666666666, 0.08666666666666667]","[0.0033333333333333335, -0.006666666666666667, -0.04, -0.03, -0.023333333333333334, -0.03166666666666667, -0.3516666666666667]","[1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[7.0845457079999505, 7.794710582999983, 8.210949916000004, 8.61702616599996, 10.383948665999924, 10.750837040999954, 19.695147874999975]","[None, None, None, None, None, None, 'button_text_block_practice']",0,32.888707124999996,32.893247207999934,32.893247207999934,32.893247207999934,34.87954304099992,space,1.9791065829999752,None,35.07957791599995,35.08310470799995,35.08310470799995,,,,,,,,
