block_practice_file,correct_answer,thisN,thisTrialN,thisRepN,stimuli_no,stimulus,valence,sex,switch_condition,BI_condition,minus1_valence,minus2_valence,switch_type,BI_type,key_resp_block_practice.keys,key_resp_block_practice.rt,key_resp_block_practice.duration,textbox_answer_block_practice.text,mouse_block_practice.x,mouse_block_practice.y,mouse_block_practice.leftButton,mouse_block_practice.midButton,mouse_block_practice.rightButton,mouse_block_practice.time,mouse_block_practice.clicked_name,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_continue_check.keys,key_resp_continue_check.rt,key_resp_continue_check.duration,block_file,key_resp_block.keys,key_resp_block.rt,key_resp_block.duration,textbox_answer_block.text,mouse_answer_block.x,mouse_answer_block.y,mouse_answer_block.leftButton,mouse_answer_block.midButton,mouse_answer_block.rightButton,mouse_answer_block.time,mouse_answer_block.clicked_name,key_resp_feedback_block.keys,key_resp_feedback_block.rt,key_resp_feedback_block.duration,key_resp_contiue_check_block.keys,key_resp_contiue_check_block.rt,key_resp_contiue_check_block.duration,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_block_practice.thisRepN,loop_block_practice.thisTrialN,loop_block_practice.thisN,loop_block_practice.thisIndex,loop_primary.thisRepN,loop_primary.thisTrialN,loop_primary.thisN,loop_primary.thisIndex,loop_block.thisRepN,loop_block.thisTrialN,loop_block.thisN,loop_block.thisIndex,thisRow.t,notes,welcome.started,image_welcome.started,key_resp_welcome.started,welcome.stopped,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,refresh.started,text_refresh.started,refresh.stopped,practice_instruct.started,image_practice_instruct.started,key_resp_practice_instruct.started,practice_instruct.stopped,key_resp_practice_instruct.keys,key_resp_practice_instruct.rt,key_resp_practice_instruct.duration,text_refresh.stopped,fixation.started,text_fixation.started,fixation.stopped,block_practice.started,image_block_practice.started,key_resp_block_practice.started,block_practice.stopped,loop_block_practice.key_resp_block_practice.keys,loop_block_practice.key_resp_block_practice.rt,loop_block_practice.key_resp_block_practice.duration,answer_block_practice.started,text_answer_block_practice.started,textbox_answer_block_practice.started,button_text_block_practice.started,mouse_block_practice.started,answer_block_practice.stopped,loop_practice.textbox_answer_block_practice.text,loop_practice.mouse_block_practice.x,loop_practice.mouse_block_practice.y,loop_practice.mouse_block_practice.leftButton,loop_practice.mouse_block_practice.midButton,loop_practice.mouse_block_practice.rightButton,loop_practice.mouse_block_practice.time,loop_practice.mouse_block_practice.clicked_name,num_correct,feedback_block_practice.started,text_feedback_block_practice.started,text_feedback_note_practice.started,key_resp.started,feedback_block_practice.stopped,loop_practice.key_resp.keys,loop_practice.key_resp.rt,loop_practice.key_resp.duration,continue_check.started,image_continue_check.started,key_resp_continue_check.started,continue_check.stopped,loop_practice.key_resp_continue_check.keys,loop_practice.key_resp_continue_check.rt,loop_practice.key_resp_continue_check.duration,primary_task_welcome.started,image_primary_welcome.started,key_resp_primary_welcome.started,primary_task_welcome.stopped,key_resp_primary_welcome.keys,key_resp_primary_welcome.rt,key_resp_primary_welcome.duration,text_fixation.stopped,block.started,image_block.started,key_resp_block.started,block.stopped,loop_block.key_resp_block.keys,loop_block.key_resp_block.rt,loop_block.key_resp_block.duration,answer_block.started,text_answer_block.started,textbox_answer_block.started,button_answer_block.started,mouse_answer_block.started,answer_block.stopped,loop_primary.textbox_answer_block.text,loop_primary.mouse_answer_block.x,loop_primary.mouse_answer_block.y,loop_primary.mouse_answer_block.leftButton,loop_primary.mouse_answer_block.midButton,loop_primary.mouse_answer_block.rightButton,loop_primary.mouse_answer_block.time,loop_primary.mouse_answer_block.clicked_name,feedback_block.started,text_feedback_block.started,text_feedback_block_note.started,key_resp_feedback_block.started,feedback_block.stopped,loop_primary.key_resp_feedback_block.keys,loop_primary.key_resp_feedback_block.rt,loop_primary.key_resp_feedback_block.duration,continue_check_block.started,text_continue_check_block.started,text_continue_prompt.started,key_resp_contiue_check_block.started,continue_check_block.stopped,loop_primary.key_resp_contiue_check_block.keys,loop_primary.key_resp_contiue_check_block.rt,loop_primary.key_resp_contiue_check_block.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
block_practice_1.xlsx,688,6,6,0,7,faces/SAM6.bmp,sad,male,s,BI,neutral,sad,ns,sns,space,0.20254974999988917,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,7.594877667001128,,,,,,,,,7.8040100420003,7.811459542001103,8.001254374998098,,,,,,,,8.008983125000668,,,,7.588063457998942,7.594877667001128,7.594877667001128,7.803931833001116,space,0.20254974999988917,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469578,001,2025-08-01_14h40.07.618,TIST,2024.2.4,None,2025-08-01 14h40.13.838482 +0800,
block_practice_1.xlsx,688,7,7,0,8,faces/SAF3.bmp,sad,female,ns,nonBI,sad,neutral,ss,non,space,0.22581775000071502,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,8.008983125000668,,,,,,,,,8.24184724999941,8.266723958000512,8.45072862500092,,,,,,,,,,,,8.00463604199831,8.008983125000668,8.008983125000668,8.24175833299887,space,0.22581775000071502,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469578,001,2025-08-01_14h40.07.618,TIST,2024.2.4,None,2025-08-01 14h40.13.838482 +0800,
block_practice_1.xlsx,688,8,8,0,9,faces/NEM4.bmp,neutral,male,s,nonBI,sad,sad,sn,snh1,space,0.14812804199755192,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,8.460483625000052,,,,,,,,,8.62059133299772,8.628992999998445,8.817907124997873,,,,,,,,8.827034707999701,,,,8.45601225000064,8.460483625000052,8.460483625000052,8.620464874999016,space,0.14812804199755192,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469578,001,2025-08-01_14h40.07.618,TIST,2024.2.4,None,2025-08-01 14h40.13.838482 +0800,
block_practice_1.xlsx,688,9,9,0,10,faces/HAF59.bmp,happy,female,s,control,neutral,sad,nh,snh,space,0.20260749999943073,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,8.827034707999701,,,,,,,,,9.035664749997522,9.043172582998523,9.234424292000767,,,,,,,,9.252617750000354,,,,8.822650999998586,8.827034707999701,8.827034707999701,9.035591291998571,space,0.20260749999943073,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469578,001,2025-08-01_14h40.07.618,TIST,2024.2.4,None,2025-08-01 14h40.13.838482 +0800,
block_practice_1.xlsx,688,10,10,0,11,faces/HAF107.bmp,happy,female,ns,nonBI,happy,neutral,hh,non,space,0.24144191600134945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,9.252617750000354,,,,,,,,,9.501889832998131,9.510108041999047,9.70147229199938,,,,,,,,9.71086670799923,,,,9.24733175000074,9.252617750000354,9.252617750000354,9.501820582998334,space,0.24144191600134945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469578,001,2025-08-01_14h40.07.618,TIST,2024.2.4,None,2025-08-01 14h40.13.838482 +0800,
block_practice_1.xlsx,688,11,11,0,12,faces/HAM9.bmp,happy,male,ns,nonBI,happy,happy,hh,non,space,0.17443058400021982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,9.71086670799923,,,,,,,,,9.891724249999243,9.900122416998784,10.084850708000886,,,,,,,,10.093779124999855,,,,9.706482417001098,9.71086670799923,9.71086670799923,9.89165129200046,space,0.17443058400021982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469578,001,2025-08-01_14h40.07.618,TIST,2024.2.4,None,2025-08-01 14h40.13.838482 +0800,
block_practice_1.xlsx,688,12,12,0,13,faces/NEM5.bmp,neutral,male,s,nonBI,happy,happy,hn,hnh1,space,0.19390308400033973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,10.093779124999855,,,,,,,,,10.291214749999199,10.299077874999057,10.484788249999838,,,,,,,,10.494580208000116,,,,10.089263124998979,10.093779124999855,10.093779124999855,10.291142292000586,space,0.19390308400033973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469578,001,2025-08-01_14h40.07.618,TIST,2024.2.4,None,2025-08-01 14h40.13.838482 +0800,
block_practice_1.xlsx,688,13,13,0,14,faces/HAM38.bmp,happy,male,s,BI,neutral,happy,nh,hnh,space,0.3178125000013097,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,10.494580208000116,,,,,,,,,10.820199292000325,10.828102499999659,11.018802791997587,,,,,,,,11.037072457998875,,,,10.490338957999484,10.494580208000116,10.494580208000116,10.820123499997862,space,0.3178125000013097,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469578,001,2025-08-01_14h40.07.618,TIST,2024.2.4,None,2025-08-01 14h40.13.838482 +0800,
block_practice_1.xlsx,688,14,14,0,15,faces/HAF110.bmp,happy,female,ns,nonBI,happy,neutral,hh,non,space,0.3151714579980762,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,11.037072457998875,,,,,,,,,11.358899499999097,11.367256417001045,11.552459916998487,,,,,,,,11.561888207997981,,,,11.031420208000782,11.037072457998875,11.037072457998875,11.358818042001076,space,0.3151714579980762,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469578,001,2025-08-01_14h40.07.618,TIST,2024.2.4,None,2025-08-01 14h40.13.838482 +0800,
block_practice_1.xlsx,688,15,15,0,16,faces/SAM7.bmp,sad,male,s,nonBI,happy,happy,hs,hsn1,space,0.30016491700007464,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,11.561888207997981,,,,,,,,,11.87027470799876,11.879133708000154,12.067982917000336,,,,,,,,12.074915917000908,,,,11.557518582998455,11.561888207997981,11.561888207997981,11.870153249998111,space,0.30016491700007464,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469578,001,2025-08-01_14h40.07.618,TIST,2024.2.4,None,2025-08-01 14h40.13.838482 +0800,
block_practice_1.xlsx,688,16,16,0,17,faces/NEF35.bmp,neutral,female,s,control,sad,happy,sn,hsn,space,0.2992134999985865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,12.074915917000908,,,,,,,,,12.387000082999293,12.395548166998196,12.585529042000417,,,,,,,,12.593860417000542,,,,12.071306499998173,12.074915917000908,12.074915917000908,12.38685550000082,space,0.2992134999985865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469578,001,2025-08-01_14h40.07.618,TIST,2024.2.4,None,2025-08-01 14h40.13.838482 +0800,
block_practice_1.xlsx,688,17,17,0,18,faces/NEM6.bmp,neutral,male,ns,nonBI,neutral,sad,nn,non,space,0.22939233299985062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,12.593860417000542,,,,,,,,,12.834712374999071,12.842903458000364,13.035745666998992,,,,,,,,13.054732000000513,,,,12.589453332999256,12.593860417000542,12.593860417000542,12.834629249999125,space,0.22939233299985062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469578,001,2025-08-01_14h40.07.618,TIST,2024.2.4,None,2025-08-01 14h40.13.838482 +0800,
block_practice_1.xlsx,688,18,18,0,19,faces/SAF20.bmp,sad,female,s,nonBI,neutral,neutral,ns,nsn1,space,0.3236513340016245,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,13.054732000000513,,,,,,,,,13.385844874999748,13.393742624997685,13.585267208000005,,,,,,,,13.594154833001085,,,,13.0491210830005,13.054732000000513,13.054732000000513,13.38577012499809,space,0.3236513340016245,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469578,001,2025-08-01_14h40.07.618,TIST,2024.2.4,None,2025-08-01 14h40.13.838482 +0800,
block_practice_1.xlsx,688,19,19,0,20,faces/NEM15.bmp,neutral,male,s,BI,sad,neutral,sn,nsn,space,0.34101229199950467,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,13.594154833001085,,,,,,,,,13.941760707999492,13.949482916999841,14.134767042000021,,,,,,,,14.142939833000128,,,,13.589979166998091,13.594154833001085,13.594154833001085,13.941695292000077,space,0.34101229199950467,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469578,001,2025-08-01_14h40.07.618,TIST,2024.2.4,None,2025-08-01 14h40.13.838482 +0800,
block_practice_1.xlsx,688,20,20,0,21,faces/NEM59.bmp,neutral,male,ns,nonBI,neutral,sad,nn,non,space,0.300107625000237,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,14.142939833000128,,,,,,,,,14.452132750000601,14.459711083000002,14.651912707999145,,,,,,,,14.668612707999273,,,,14.138524666999729,14.142939833000128,14.142939833000128,14.452066750000085,space,0.300107625000237,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469578,001,2025-08-01_14h40.07.618,TIST,2024.2.4,None,2025-08-01 14h40.13.838482 +0800,
block_practice_1.xlsx,688,21,21,0,22,faces/SAF32.bmp,sad,female,s,nonBI,neutral,neutral,ns,non,space,0.32988004200160503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,14.668612707999273,,,,,,,,,15.003502832998493,15.011058624997531,15.20254258299974,,,,,,,,15.229993458000536,,,,14.663688666998496,14.668612707999273,14.668612707999273,15.00343220799914,space,0.32988004200160503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469578,001,2025-08-01_14h40.07.618,TIST,2024.2.4,None,2025-08-01 14h40.13.838482 +0800,
block_practice_1.xlsx,688,0,0,0,,,,,,,,,,,,,,234,[-0.005555555555555556],[-0.3453703703703704],[1],[0],[0],[14.226307041997643],['button_text_block_practice'],space,1.1950453749996086,None,space,2.376100667002902,None,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,33.443853332999424,33.45158262499899,33.63652204199752,,,,,,,,33.6442895830005,,,,,,,,,,,15.210372749999806,15.229993458000536,15.229993458000536,15.229993458000536,0.006927917002030881,29.43729783299932,234,[-0.005555555555555556],[-0.3453703703703704],[1],[0],[0],[14.226307041997643],['button_text_block_practice'],0,29.646474541998032,29.657238749998214,29.657238749998214,29.657238749998214,30.85803208300058,space,1.1950453749996086,None,31.053938000000926,31.060617457998887,31.060617457998887,33.44373620799888,space,2.376100667002902,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469578,001,2025-08-01_14h40.07.618,TIST,2024.2.4,None,2025-08-01 14h40.13.838482 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.636754457998904,33.6442895830005,33.6442895830005,34.61007954199886,space,0.9588710419993731,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469578,001,2025-08-01_14h40.07.618,TIST,2024.2.4,None,2025-08-01 14h40.13.838482 +0800,
