block_practice_file,correct_answer,thisN,thisTrialN,thisRepN,stimuli_no,stimulus,valence,sex,switch_condition,BI_condition,minus1_valence,minus2_valence,switch_type,BI_type,key_resp_block_practice.keys,key_resp_block_practice.rt,key_resp_block_practice.duration,textbox_answer_block_practice.text,mouse_block_practice.x,mouse_block_practice.y,mouse_block_practice.leftButton,mouse_block_practice.midButton,mouse_block_practice.rightButton,mouse_block_practice.time,mouse_block_practice.clicked_name,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_continue_check.keys,key_resp_continue_check.rt,key_resp_continue_check.duration,block_file,key_resp_block.keys,key_resp_block.rt,key_resp_block.duration,textbox_answer_block.text,mouse_answer_block.x,mouse_answer_block.y,mouse_answer_block.leftButton,mouse_answer_block.midButton,mouse_answer_block.rightButton,mouse_answer_block.time,mouse_answer_block.clicked_name,key_resp_feedback_block.keys,key_resp_feedback_block.rt,key_resp_feedback_block.duration,key_resp_contiue_check_block.keys,key_resp_contiue_check_block.rt,key_resp_contiue_check_block.duration,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_block_practice.thisRepN,loop_block_practice.thisTrialN,loop_block_practice.thisN,loop_block_practice.thisIndex,loop_primary.thisRepN,loop_primary.thisTrialN,loop_primary.thisN,loop_primary.thisIndex,loop_block.thisRepN,loop_block.thisTrialN,loop_block.thisN,loop_block.thisIndex,thisRow.t,notes,welcome.started,image_welcome.started,key_resp_welcome.started,welcome.stopped,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,refresh.started,text_refresh.started,text_refresh.stopped,refresh.stopped,practice_instruct.started,image_practice_instruct.started,key_resp_practice_instruct.started,practice_instruct.stopped,key_resp_practice_instruct.keys,key_resp_practice_instruct.rt,key_resp_practice_instruct.duration,fixation.started,text_fixation.started,fixation.stopped,block_practice.started,image_block_practice.started,key_resp_block_practice.started,block_practice.stopped,loop_block_practice.key_resp_block_practice.keys,loop_block_practice.key_resp_block_practice.rt,loop_block_practice.key_resp_block_practice.duration,answer_block_practice.started,text_answer_block_practice.started,textbox_answer_block_practice.started,button_text_block_practice.started,mouse_block_practice.started,answer_block_practice.stopped,loop_practice.textbox_answer_block_practice.text,loop_practice.mouse_block_practice.x,loop_practice.mouse_block_practice.y,loop_practice.mouse_block_practice.leftButton,loop_practice.mouse_block_practice.midButton,loop_practice.mouse_block_practice.rightButton,loop_practice.mouse_block_practice.time,loop_practice.mouse_block_practice.clicked_name,num_correct,feedback_block_practice.started,text_feedback_block_practice.started,text_feedback_note_practice.started,key_resp.started,feedback_block_practice.stopped,loop_practice.key_resp.keys,loop_practice.key_resp.rt,loop_practice.key_resp.duration,continue_check.started,image_continue_check.started,key_resp_continue_check.started,continue_check.stopped,loop_practice.key_resp_continue_check.keys,loop_practice.key_resp_continue_check.rt,loop_practice.key_resp_continue_check.duration,primary_task_welcome.started,image_primary_welcome.started,key_resp_primary_welcome.started,primary_task_welcome.stopped,key_resp_primary_welcome.keys,key_resp_primary_welcome.rt,key_resp_primary_welcome.duration,text_fixation.stopped,block.started,image_block.started,key_resp_block.started,block.stopped,loop_block.key_resp_block.keys,loop_block.key_resp_block.rt,loop_block.key_resp_block.duration,answer_block.started,text_answer_block.started,textbox_answer_block.started,button_answer_block.started,mouse_answer_block.started,answer_block.stopped,loop_primary.textbox_answer_block.text,loop_primary.mouse_answer_block.x,loop_primary.mouse_answer_block.y,loop_primary.mouse_answer_block.leftButton,loop_primary.mouse_answer_block.midButton,loop_primary.mouse_answer_block.rightButton,loop_primary.mouse_answer_block.time,loop_primary.mouse_answer_block.clicked_name,feedback_block.started,text_feedback_block.started,text_feedback_block_note.started,key_resp_feedback_block.started,feedback_block.stopped,loop_primary.key_resp_feedback_block.keys,loop_primary.key_resp_feedback_block.rt,loop_primary.key_resp_feedback_block.duration,continue_check_block.started,text_continue_check_block.started,text_continue_prompt.started,key_resp_contiue_check_block.started,continue_check_block.stopped,loop_primary.key_resp_contiue_check_block.keys,loop_primary.key_resp_contiue_check_block.rt,loop_primary.key_resp_contiue_check_block.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
block_practice_1.xlsx,688,11,11,0,12,faces/HAM9.bmp,happy,male,ns,nonBI,happy,happy,hh,non,space,0.2146782079980767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,7.558623249999073,,,,,,,,,7.775727374999406,7.78651600000012,7.97605887499958,7.97122437500002,,,,,,,,,,,7.556346999997913,7.558623249999073,7.558623249999073,7.775673874999484,space,0.2146782079980767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
block_practice_1.xlsx,688,12,12,0,13,faces/NEM5.bmp,neutral,male,s,nonBI,happy,happy,hn,hnh1,space,0.21562875000017812,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,7.97605887499958,,,,,,,,,8.19308770799762,8.203187665996666,8.392596040997887,8.387893125000119,,,,,,,,,,,7.973155874999065,7.97605887499958,7.97605887499958,8.193031165999855,space,0.21562875000017812,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
block_practice_1.xlsx,688,13,13,0,14,faces/HAM38.bmp,happy,male,s,BI,neutral,happy,nh,hnh,space,0.20572912499847007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,8.392596040997887,,,,,,,,,8.605487207998522,8.610639957998501,8.81666658299946,8.804779832997156,,,,,,,,,,,8.389801957997406,8.392596040997887,8.392596040997887,8.605430124996928,space,0.20572912499847007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
block_practice_1.xlsx,688,14,14,0,15,faces/HAF110.bmp,happy,female,ns,nonBI,happy,neutral,hh,non,space,0.2025610839991714,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,8.81666658299946,,,,,,,,,9.022167499999341,9.028501582997706,9.225870499998564,9.2213805829997,,,,,,,,,,,8.813271749997512,8.81666658299946,8.81666658299946,9.022114957999293,space,0.2025610839991714,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
block_practice_1.xlsx,688,15,15,0,16,faces/SAM7.bmp,sad,male,s,nonBI,happy,happy,hs,hsn1,space,0.19716970900117303,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,9.225870499998564,,,,,,,,,9.425923290997162,9.436450540997612,9.625690874996508,9.621364540998911,,,,,,,,,,,9.223323957998218,9.225870499998564,9.225870499998564,9.425878832997114,space,0.19716970900117303,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
block_practice_1.xlsx,688,16,16,0,17,faces/NEF35.bmp,neutral,female,s,control,sad,happy,sn,hsn,space,0.2654855420005333,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,9.625690874996508,,,,,,,,,9.893508249999286,9.903246874997421,10.091086790998816,10.087692540997523,,,,,,,,,,,9.622870457998943,9.625690874996508,9.625690874996508,9.893449832998158,space,0.2654855420005333,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
block_practice_1.xlsx,688,17,17,0,18,faces/NEM6.bmp,neutral,male,ns,nonBI,neutral,sad,nn,non,space,0.24992508300056215,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,10.091086790998816,,,,,,,,,10.343911832998856,10.35317904099793,10.549076374998549,10.538063332998718,,,,,,,,,,,10.088920499998494,10.091086790998816,10.091086790998816,10.343854915998236,space,0.24992508300056215,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
block_practice_1.xlsx,688,18,18,0,19,faces/SAF20.bmp,sad,female,s,nonBI,neutral,neutral,ns,nsn1,space,0.20844387500255834,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,10.549076374998549,,,,,,,,,10.760302499998943,10.769989458000055,10.959279874998174,10.954954415999964,,,,,,,,,,,10.545790582997142,10.549076374998549,10.549076374998549,10.760234665998723,space,0.20844387500255834,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
block_practice_1.xlsx,688,19,19,0,20,faces/NEM15.bmp,neutral,male,s,BI,sad,neutral,sn,nsn,space,0.3242336660005094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,10.959279874998174,,,,,,,,,11.289270624998608,11.294879665998451,11.492086582999036,11.488128416000109,,,,,,,,,,,10.956777749997855,10.959279874998174,10.959279874998174,11.289214332999109,space,0.3242336660005094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
block_practice_1.xlsx,688,20,20,0,21,faces/NEM59.bmp,neutral,male,ns,nonBI,neutral,sad,nn,non,space,0.24023945900262333,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,11.492086582999036,,,,,,,,,11.738912082997558,11.744396332996985,11.948967915999674,11.938075624999328,,,,,,,,,,,11.489792165997642,11.492086582999036,11.492086582999036,11.738852208000026,space,0.24023945900262333,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
block_practice_1.xlsx,688,21,21,0,22,faces/SAF32.bmp,sad,female,s,nonBI,neutral,neutral,ns,non,space,0.2631545840013132,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,11.948967915999674,,,,,,,,,12.222270457998093,12.227069332999235,12.432924875000026,12.421767915999226,,,,,,,,,,,11.945832374996826,11.948967915999674,11.948967915999674,12.222217582999292,space,0.2631545840013132,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
block_practice_1.xlsx,688,0,0,0,,,,,,,,,,,,,,534,[0.058333333333333334],[-0.3566666666666667],[1],[0],[0],[8.813843667001493],['button_text_block_practice'],space,0.9654641249981069,None,space,1.4677439170009166,None,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,24.10668325000006,24.11148666599911,24.309118832999957,24.305575708000106,,,,,,,,,,,,,,,,,,12.426060665999103,12.432924875000026,12.432924875000026,12.432924875000026,0.0038264999966486357,21.24034933299845,534,[0.058333333333333334],[-0.3566666666666667],[1],[0],[0],[8.813843667001493],['button_text_block_practice'],0,21.44484729099713,21.447494999996707,21.447494999996707,21.447494999996707,22.42331670799831,space,0.9654641249981069,None,22.622726374997,22.62624258299911,22.62624258299911,24.106591957999626,space,1.4677439170009166,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.305681124998955,24.309118832999957,24.309118832999957,25.206670374998794,space,0.893723625002167,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584303,001,2025-08-01_14h43.50.285,TIST,2024.2.4,None,2025-08-01 14h43.55.880839 +0800,
