block_practice_file,correct_answer,thisN,thisTrialN,thisRepN,stimuli_no,stimulus,valence,sex,switch_condition,BI_condition,minus1_valence,minus2_valence,switch_type,BI_type,key_resp_block_practice.keys,key_resp_block_practice.rt,key_resp_block_practice.duration,textbox_answer_block_practice1.text,textbox_answer_block_practice2.text,textbox_answer_block_practice3.text,mouse_block_practice.x,mouse_block_practice.y,mouse_block_practice.leftButton,mouse_block_practice.midButton,mouse_block_practice.rightButton,mouse_block_practice.time,mouse_block_practice.clicked_name,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_continue_check.keys,key_resp_continue_check.rt,key_resp_continue_check.duration,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_block_practice.thisRepN,loop_block_practice.thisTrialN,loop_block_practice.thisN,loop_block_practice.thisIndex,thisRow.t,notes,welcome.started,image_welcome.started,key_resp_welcome.started,welcome.stopped,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,refresh.started,text_refresh.started,text_refresh.stopped,refresh.stopped,practice_instruct.started,image_practice_instruct.started,key_resp_practice_instruct.started,practice_instruct.stopped,key_resp_practice_instruct.keys,key_resp_practice_instruct.rt,key_resp_practice_instruct.duration,fixation.started,text_fixation.started,text_fixation.stopped,fixation.stopped,block_practice.started,image_block_practice.started,key_resp_block_practice.started,block_practice.stopped,loop_block_practice.key_resp_block_practice.keys,loop_block_practice.key_resp_block_practice.rt,loop_block_practice.key_resp_block_practice.duration,answer_block_practice.started,text_answer_block_practice.started,textbox_answer_block_practice1.started,textbox_answer_block_practice2.started,textbox_answer_block_practice3.started,button_text_block_practice.started,mouse_block_practice.started,answer_block_practice.stopped,loop_practice.textbox_answer_block_practice1.text,loop_practice.textbox_answer_block_practice2.text,loop_practice.textbox_answer_block_practice3.text,loop_practice.mouse_block_practice.x,loop_practice.mouse_block_practice.y,loop_practice.mouse_block_practice.leftButton,loop_practice.mouse_block_practice.midButton,loop_practice.mouse_block_practice.rightButton,loop_practice.mouse_block_practice.time,loop_practice.mouse_block_practice.clicked_name,num_correct,feedback_block_practice.started,text_feedback_block_practice.started,text_feedback_note_practice.started,key_resp.started,feedback_block_practice.stopped,loop_practice.key_resp.keys,loop_practice.key_resp.rt,loop_practice.key_resp.duration,continue_check.started,image_continue_check.started,key_resp_continue_check.started,continue_check.stopped,loop_practice.key_resp_continue_check.keys,loop_practice.key_resp_continue_check.rt,loop_practice.key_resp_continue_check.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
block_practice_1.xlsx,688,6,6,0,7,faces/SAM6.bmp,sad,male,s,BI,neutral,sad,ns,sns,space,0.22547187500001087,None,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,5.838572040999992,,,,,,,,,6.065598207999997,6.0757121249999955,6.264897707999992,6.260319166000002,,,,,,,,,,,,5.833584290999994,5.838572040999992,5.838572040999992,6.06554054099999,space,0.22547187500001087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,7,7,0,8,faces/SAF3.bmp,sad,female,ns,nonBI,sad,neutral,ss,non,space,0.15962316700000656,None,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,6.264897707999992,,,,,,,,,6.428107916000002,6.430456707999994,6.632060749999994,6.627117791000003,,,,,,,,,,,,6.2625110000000035,6.264897707999992,6.264897707999992,6.428057707999997,space,0.15962316700000656,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,8,8,0,9,faces/NEM4.bmp,neutral,male,s,nonBI,sad,sad,sn,snh1,space,0.12275766599999827,None,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,6.632060749999994,,,,,,,,,6.76084625,6.765216582999997,6.964457499999995,6.960315624999993,,,,,,,,,,,,6.629758499999994,6.632060749999994,6.632060749999994,6.760807165999992,space,0.12275766599999827,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,9,9,0,10,faces/HAF59.bmp,happy,female,s,control,neutral,sad,nh,snh,space,0.22521383299999798,None,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,6.964457499999995,,,,,,,,,7.194786957999995,7.197337957999991,7.397307666000003,7.381225665999992,,,,,,,,,,,,6.962957457999991,6.964457499999995,6.964457499999995,7.194740207999999,space,0.22521383299999798,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,10,10,0,11,faces/HAF107.bmp,happy,female,ns,nonBI,happy,neutral,hh,non,space,0.18214233399999102,None,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,7.397307666000003,,,,,,,,,7.5823076249999986,7.592501458000001,7.78235162499999,7.777058083,,,,,,,,,,,,7.389756832999993,7.397307666000003,7.397307666000003,7.582264249999994,space,0.18214233399999102,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,11,11,0,12,faces/HAM9.bmp,happy,male,ns,nonBI,happy,happy,hh,non,space,0.1728794170000043,None,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,7.78235162499999,,,,,,,,,7.961460457999991,7.966599790999993,8.16506849999999,8.160470665999995,,,,,,,,,,,,7.779833916000001,7.78235162499999,7.78235162499999,7.961416249999999,space,0.1728794170000043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,12,12,0,13,faces/NEM5.bmp,neutral,male,s,nonBI,happy,happy,hn,hnh1,space,0.18183941600000253,None,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,8.16506849999999,,,,,,,,,8.348898957999992,8.359261332999992,8.548599707999998,8.543942040999994,,,,,,,,,,,,8.162851165999996,8.16506849999999,8.16506849999999,8.34885899999999,space,0.18183941600000253,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,13,13,0,14,faces/HAM38.bmp,happy,male,s,BI,neutral,happy,nh,hnh,space,0.15559858299999973,None,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,8.548599707999998,,,,,,,,,8.711388083000003,8.716424625000002,8.922329540999996,8.910684790999994,,,,,,,,,,,,8.54646237499999,8.548599707999998,8.548599707999998,8.711347875000001,space,0.15559858299999973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,14,14,0,15,faces/HAF110.bmp,happy,female,ns,nonBI,happy,neutral,hh,non,space,0.19041716699999256,None,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,8.922329540999996,,,,,,,,,9.115569957999995,9.125871082999993,9.315359625,9.310547958,,,,,,,,,,,,8.918920125,8.922329540999996,8.922329540999996,9.115525750000003,space,0.19041716699999256,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,15,15,0,16,faces/SAM7.bmp,sad,male,s,nonBI,happy,happy,hs,hsn1,space,0.13909079200000463,None,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,9.315359625,,,,,,,,,9.461605040999999,9.46687116599999,9.665237665999996,9.660487582999991,,,,,,,,,,,,9.313223541,9.315359625,9.315359625,9.461564499999994,space,0.13909079200000463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,16,16,0,17,faces/NEF35.bmp,neutral,female,s,control,sad,happy,sn,hsn,space,0.16500595800000895,None,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,9.665237665999996,,,,,,,,,9.832328582999992,9.842624290999993,10.03166625,10.027232916000003,,,,,,,,,,,,9.663252083000003,9.665237665999996,9.665237665999996,9.832290458000003,space,0.16500595800000895,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,17,17,0,18,faces/NEM6.bmp,neutral,male,ns,nonBI,neutral,sad,nn,non,space,0.3535178749999943,None,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,10.03166625,,,,,,,,,10.394031458,10.398191083,10.60610337499999,10.593821207999994,,,,,,,,,,,,10.02957404099999,10.03166625,10.03166625,10.393995332999992,space,0.3535178749999943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,18,18,0,19,faces/SAF20.bmp,sad,female,s,nonBI,neutral,neutral,ns,nsn1,space,0.3335268749999898,None,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,10.60610337499999,,,,,,,,,10.945055791000001,10.947535915999993,11.14271270799999,11.13167924999999,,,,,,,,,,,,10.603491665999996,10.60610337499999,10.60610337499999,10.945009165999991,space,0.3335268749999898,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,19,19,0,20,faces/NEM15.bmp,neutral,male,s,BI,sad,neutral,sn,nsn,space,0.33736483399999884,None,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,11.14271270799999,,,,,,,,,11.482375082999994,11.492813624999997,11.68241254099999,11.677315499999992,,,,,,,,,,,,11.134334832999997,11.14271270799999,11.14271270799999,11.482327083000001,space,0.33736483399999884,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,20,20,0,21,faces/NEM59.bmp,neutral,male,ns,nonBI,neutral,sad,nn,non,space,0.26494970800000317,None,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,11.68241254099999,,,,,,,,,11.949398665999993,11.959526749999995,12.156368415999992,12.144061249999993,,,,,,,,,,,,11.679689624999995,11.68241254099999,11.68241254099999,11.949344249999996,space,0.26494970800000317,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,21,21,0,22,faces/SAF32.bmp,sad,female,s,nonBI,neutral,neutral,ns,non,space,0.3282939169999963,None,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,21,12.156368415999992,,,,,,,,,12.495132208000001,12.500592499999996,12.703172457999997,12.694066165999999,,,,,,,,,,,,12.152933875000002,12.156368415999992,12.156368415999992,12.495085750000001,space,0.3282939169999963,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,0,0,0,,,,,,,,,,,,,,0,0,0,[],[],[],[],[],[],[],space,0.0739231249999932,None,q,3.0539528329999968,None,0,0,0,0,,,,,,,,,,,,,,16.245384,16.254831666,16.447352957999996,16.444432041,,,,,,,,,,,,,,,,,,,12.699479374999996,12.703172457999997,12.703172457999997,12.703172457999997,12.703172457999997,12.703172457999997,0.004383790999995085,12.699735415999996,0,0,0,[],[],[],[],[],[],[],0,12.903111582999998,12.906371249999992,12.906371249999992,12.906371249999992,12.98234112499999,space,0.0739231249999932,None,13.178362832999994,13.181535249999996,13.181535249999996,16.24531095799999,q,3.0539528329999968,None,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,0,0,0,1,faces/HAM1.bmp,happy,male,begin,nonBI,non,non,begin,non,space,0.377064292,None,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,17.446851582999997,,,,,,,,,17.827651165999995,17.8312995,18.026494999999997,18.015520999999993,,,,,,,,16.444802916,16.447352957999996,17.446851582999997,17.431531707999994,17.442190957999998,17.446851582999997,17.446851582999997,17.827616082999995,space,0.377064292,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,1,1,0,2,faces/NEF6.bmp,neutral,female,s,nonBI,happy,non,hn,hns1,space,0.09795574999999701,None,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,18.026494999999997,,,,,,,,,18.128385832999996,18.130575166,18.329889749999992,18.32677395799999,,,,,,,,,,,,18.017972708000002,18.026494999999997,18.026494999999997,18.128339791000002,space,0.09795574999999701,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,2,2,0,3,faces/SAF2.bmp,sad,female,s,control,neutral,happy,ns,hns,space,0.13901408399999582,None,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,18.329889749999992,,,,,,,,,18.479612375000002,18.483102915999993,18.683061624999993,18.678552832999998,,,,,,,,,,,,18.328584332999995,18.329889749999992,18.329889749999992,18.479576582999997,space,0.13901408399999582,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,3,3,0,4,faces/SAF3.bmp,sad,female,ns,nonBI,sad,neutral,ss,non,space,0.13167787499999406,None,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,18.683061624999993,,,,,,,,,18.816437291,18.82654895799999,19.015462583,19.011447915999995,,,,,,,,,,,,18.680325707999998,18.683061624999993,18.683061624999993,18.816392082999997,space,0.13167787499999406,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,4,4,0,5,faces/SAM1.bmp,sad,male,ns,nonBI,sad,sad,ss,non,space,0.11492891599999666,None,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,19.015462583,,,,,,,,,19.13311633299999,19.14325979099999,19.332009125,19.328111207999996,,,,,,,,,,,,19.013152957999992,19.015462583,19.015462583,19.13307658299999,space,0.11492891599999666,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,5,5,0,6,faces/NEF9.bmp,neutral,female,s,nonBI,sad,sad,sn,sns1,space,0.12748529099999928,None,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,19.332009125,,,,,,,,,19.462290832999997,19.464522125000002,19.660268625,19.648263958,,,,,,,,,,,,19.329810666,19.332009125,19.332009125,19.462249999999997,space,0.12748529099999928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,6,6,0,7,faces/SAM6.bmp,sad,male,s,BI,neutral,sad,ns,sns,space,0.14455424999999877,None,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,19.660268625,,,,,,,,,19.812209124999995,19.81721620799999,20.015543416,20.011409125,,,,,,,,,,,,19.65703879099999,19.660268625,19.660268625,19.812162,space,0.14455424999999877,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,7,7,0,8,faces/SAF3.bmp,sad,female,ns,nonBI,sad,neutral,ss,non,space,0.13341024999999718,None,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,20.015543416,,,,,,,,,20.162244125,20.167166874999992,20.365423541,20.361549249999996,,,,,,,,,,,,20.013306208000003,20.015543416,20.015543416,20.162202457999996,space,0.13341024999999718,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,8,8,0,9,faces/NEM4.bmp,neutral,male,s,nonBI,sad,sad,sn,snh1,space,0.17423908300000335,None,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,20.365423541,,,,,,,,,20.545778708,20.55086937499999,20.748696374999994,20.744762416,,,,,,,,,,,,20.363143332999996,20.365423541,20.365423541,20.545737665999994,space,0.17423908300000335,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,9,9,0,10,faces/HAF59.bmp,happy,female,s,control,neutral,sad,nh,snh,space,0.12012074999999811,None,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,20.748696374999994,,,,,,,,,20.878957958,20.884019499999994,21.089344749999995,21.078051165999995,,,,,,,,,,,,20.746445624999993,20.748696374999994,20.748696374999994,20.878916915999994,space,0.12012074999999811,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,10,10,0,11,faces/HAF107.bmp,happy,female,ns,nonBI,happy,neutral,hh,non,space,0.10962254199999677,None,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,21.089344749999995,,,,,,,,,21.212297416,21.217174999999997,21.415540915999998,21.411264125000002,,,,,,,,,,,,21.08612875,21.089344749999995,21.089344749999995,21.212256999999994,space,0.10962254199999677,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
block_practice_1.xlsx,688,11,11,0,12,faces/HAM9.bmp,happy,male,ns,nonBI,happy,happy,hh,non,space,0.13002145900000528,None,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,21.415540915999998,,,,,,,,,21.547490874999994,21.559596333000002,21.745657082999998,21.74368274999999,,,,,,,,,,,,21.41344820799999,21.415540915999998,21.415540915999998,21.547451249999995,space,0.13002145900000528,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803148,001,2025-08-01_16h48.55.298,TIST,2024.2.4,None,2025-08-01 16h49.00.689038 +0800,
